ID,Athlete Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Event,Medal,Season
104714,Mara Emilia Salerni,F,17.0,173.0,60.0,Argentina,ARG,2000,Sydney,Tennis,Tennis Women's Singles,,summer
105256,"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,28.0,169.0,56.0,Spain,ESP,2000,Sydney,Tennis,Tennis Women's Singles,,summer
105256,"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,28.0,169.0,56.0,Spain,ESP,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
105446,Benjamas Sangaram,F,25.0,164.0,52.0,Thailand,THA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
106791,Barbara Schett (-Eagle),F,24.0,176.0,70.0,Austria,AUT,2000,Sydney,Tennis,Tennis Women's Singles,,summer
106791,Barbara Schett (-Eagle),F,24.0,176.0,70.0,Austria,AUT,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
108441,Monica Seles,F,26.0,179.0,70.0,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,Bronze,summer
108759,Milagros Sequera (-Huss),F,19.0,170.0,58.0,Venezuela,VEN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
108845,"Mara Luisa ""Magui"" Serna Barrera",F,21.0,167.0,65.0,Spain,ESP,2000,Sydney,Tennis,Tennis Women's Singles,,summer
114035,Katarina Srebotnik,F,19.0,180.0,62.0,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Singles,,summer
114035,Katarina Srebotnik,F,19.0,180.0,62.0,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
115937,Rennae Stubbs,F,29.0,178.0,65.0,Australia,AUS,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
116112,Paola Lorena Surez,F,24.0,170.0,64.0,Argentina,ARG,2000,Sydney,Tennis,Tennis Women's Singles,,summer
116112,Paola Lorena Surez,F,24.0,170.0,64.0,Argentina,ARG,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
116233,Ai Sugiyama,F,25.0,161.0,56.0,Japan,JPN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
116233,Ai Sugiyama,F,25.0,161.0,56.0,Japan,JPN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
118073,Silvija Talaja,F,22.0,173.0,58.0,Croatia,CRO,2000,Sydney,Tennis,Tennis Women's Singles,,summer
118073,Silvija Talaja,F,22.0,173.0,58.0,Croatia,CRO,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
118375,Tamarine Tanasugarn,F,23.0,165.0,60.0,Thailand,THA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
118375,Tamarine Tanasugarn,F,23.0,165.0,60.0,Thailand,THA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
118727,Olena Valeriyvna Tatarkova (-Feltham),F,24.0,174.0,52.0,Ukraine,UKR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
122587,Iroda Tulyaganova,F,18.0,172.0,63.0,Uzbekistan,UZB,2000,Sydney,Tennis,Tennis Women's Singles,,summer
123786,Nirupama Vaidyanathan (-Sanjeev),F,25.0,170.0,62.0,India,IND,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
124877,Dominique Van Roost (Monami-),F,27.0,171.0,56.0,Belgium,BEL,2000,Sydney,Tennis,Tennis Women's Singles,,summer
124877,Dominique Van Roost (Monami-),F,27.0,171.0,56.0,Belgium,BEL,2000,Sydney,Tennis,Tennis Women's Doubles,Bronze,summer
125549,"Miroslava ""Mirka"" Vavrinec (-Federer)",F,22.0,175.0,62.0,Switzerland,SUI,2000,Sydney,Tennis,Tennis Women's Singles,,summer
125549,"Miroslava ""Mirka"" Vavrinec (-Federer)",F,22.0,175.0,62.0,Switzerland,SUI,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
125872,Mara Alejandra Vento-Kabchi,F,26.0,168.0,64.0,Venezuela,VEN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
125872,Mara Alejandra Vento-Kabchi,F,26.0,168.0,64.0,Venezuela,VEN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
128819,Patricia Wartusch,F,22.0,176.0,67.0,Austria,AUT,2000,Sydney,Tennis,Tennis Women's Singles,,summer
128819,Patricia Wartusch,F,22.0,176.0,67.0,Austria,AUT,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
129099,Vanessa Webb,F,24.0,180.0,75.0,Canada,CAN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
129622,Weng Tzu-Ting,F,22.0,173.0,67.0,Chinese Taipei,TPE,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
130667,Serena Jamika Williams,F,18.0,175.0,70.0,United States,USA,2000,Sydney,Tennis,Tennis Women's Doubles,Gold,summer
130696,Venus Ebony Starr Williams,F,20.0,185.0,75.0,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,Gold,summer
130696,Venus Ebony Starr Williams,F,20.0,185.0,75.0,United States,USA,2000,Sydney,Tennis,Tennis Women's Doubles,Gold,summer
131529,Lorna Woodroffe,F,24.0,168.0,67.0,Great Britain,GBR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
132954,Yi Jingqian,F,26.0,168.0,60.0,China,CHN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
133989,Anna Oleksandrivna Zaporozhanova,F,21.0,174.0,53.0,Ukraine,UKR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
135417,Fabiola Zuluaga Amado,F,21.0,171.0,65.0,Colombia,COL,2000,Sydney,Tennis,Tennis Women's Singles,,summer
135417,Fabiola Zuluaga Amado,F,21.0,171.0,65.0,Colombia,COL,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
135502,"Nataliya Maratovna ""Natasha"" Zvereva",F,29.0,172.0,60.0,Belarus,BLR,2000,Sydney,Tennis,Tennis Women's Singles,,summer
135502,"Nataliya Maratovna ""Natasha"" Zvereva",F,29.0,172.0,60.0,Belarus,BLR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
4363,Maret Ani,F,22.0,175.0,64.0,Estonia,EST,2004,Athina,Tennis,Tennis Women's Doubles,,summer
5455,Shinobu Asagoe,F,28.0,168.0,58.0,Japan,JPN,2004,Athina,Tennis,Tennis Women's Singles,,summer
5455,Shinobu Asagoe,F,28.0,168.0,58.0,Japan-2,JPN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
9446,Yuliya Emanulivna Beihelzimer,F,20.0,174.0,62.0,Ukraine,UKR,2004,Athina,Tennis,Tennis Women's Doubles,,summer
10042,Iveta Beneov (-Melzer),F,21.0,170.0,56.0,Czech Republic,CZE,2004,Athina,Tennis,Tennis Women's Singles,,summer
11973,Cara Cavell Black (-Stephens),F,25.0,167.0,55.0,Zimbabwe,ZIM,2004,Athina,Tennis,Tennis Women's Singles,,summer
14641,Kristina Marie Brandi,F,27.0,170.0,59.0,Puerto Rico,PUR,2004,Athina,Tennis,Tennis Women's Singles,,summer
17614,Maria Elena Camerin,F,22.0,165.0,56.0,Italy,ITA,2004,Athina,Tennis,Tennis Women's Singles,,summer
18749,Myriam Casanova,F,19.0,172.0,70.0,Switzerland,SUI,2004,Athina,Tennis,Tennis Women's Singles,,summer
18749,Myriam Casanova,F,19.0,172.0,70.0,Switzerland,SUI,2004,Athina,Tennis,Tennis Women's Doubles,,summer
18883,Catalina Castao Alvarez,F,25.0,,,Colombia,COL,2004,Athina,Tennis,Tennis Women's Singles,,summer
18883,Catalina Castao Alvarez,F,25.0,,,Colombia,COL,2004,Athina,Tennis,Tennis Women's Doubles,,summer
24568,Melinda Czink,F,21.0,178.0,62.0,Hungary,HUN,2004,Athina,Tennis,Tennis Women's Singles,,summer
24568,Melinda Czink,F,21.0,178.0,62.0,Hungary-1,HUN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
25246,Eleni Daniilidou,F,21.0,183.0,72.0,Greece,GRE,2004,Athina,Tennis,Tennis Women's Singles,,summer
25246,Eleni Daniilidou,F,21.0,183.0,72.0,Greece,GRE,2004,Athina,Tennis,Tennis Women's Doubles,,summer
26910,Nathalie Dechy,F,25.0,177.0,59.0,France,FRA,2004,Athina,Tennis,Tennis Women's Singles,,summer
26910,Nathalie Dechy,F,25.0,177.0,59.0,France-1,FRA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,22.0,180.0,64.0,Russia,RUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,22.0,180.0,64.0,Russia-2,RUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
28281,Mariana Daz Oliva,F,28.0,172.0,64.0,Argentina,ARG,2004,Athina,Tennis,Tennis Women's Singles,,summer
30540,Gisela Alejandra Dulko (-Gago),F,19.0,170.0,56.0,Argentina,ARG,2004,Athina,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,32.0,171.0,62.0,Italy,ITA,2004,Athina,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,32.0,171.0,62.0,Italy-1,ITA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
38478,Tathiana Garbin,F,27.0,175.0,65.0,Italy,ITA,2004,Athina,Tennis,Tennis Women's Singles,,summer
38478,Tathiana Garbin,F,27.0,175.0,65.0,Italy-2,ITA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
45862,Daniela Hantuchov,F,21.0,181.0,62.0,Slovakia,SVK,2004,Athina,Tennis,Tennis Women's Singles,,summer
45862,Daniela Hantuchov,F,21.0,181.0,62.0,Slovakia-2,SVK,2004,Athina,Tennis,Tennis Women's Doubles,,summer
47622,Justine Henin-Hardenne,F,22.0,167.0,60.0,Belgium,BEL,2004,Athina,Tennis,Tennis Women's Singles,Gold,summer
51184,Janette Husrov,F,30.0,168.0,55.0,Slovakia-2,SVK,2004,Athina,Tennis,Tennis Women's Doubles,,summer
53701,Jelena Jankovi,F,19.0,177.0,59.0,Serbia and Montenegro,SCG,2004,Athina,Tennis,Tennis Women's Singles,,summer
55013,Jo Yun-Jeong,F,25.0,167.0,55.0,South Korea,KOR,2004,Athina,Tennis,Tennis Women's Singles,,summer
56210,Mervana Jugi-Salki,F,24.0,179.0,65.0,Bosnia and Herzegovina,BIH,2004,Athina,Tennis,Tennis Women's Singles,,summer
57202,Kaia Kanepi,F,19.0,181.0,75.0,Estonia,EST,2004,Athina,Tennis,Tennis Women's Singles,,summer
57202,Kaia Kanepi,F,19.0,181.0,75.0,Estonia,EST,2004,Athina,Tennis,Tennis Women's Doubles,,summer
57365,Anik Kapros,F,20.0,172.0,62.0,Hungary-1,HUN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
63083,Jelena Kostani (-Toi),F,23.0,168.0,59.0,Croatia,CRO,2004,Athina,Tennis,Tennis Women's Singles,,summer
63083,Jelena Kostani (-Toi),F,23.0,168.0,59.0,Croatia,CRO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
63278,Klra Koukalov-Zakopalov,F,22.0,166.0,51.0,Czech Republic,CZE,2004,Athina,Tennis,Tennis Women's Singles,,summer
63965,Anne Kremer,F,28.0,165.0,55.0,Luxembourg,LUX,2004,Athina,Tennis,Tennis Women's Singles,,summer
63965,Anne Kremer,F,28.0,165.0,55.0,Luxembourg,LUX,2004,Athina,Tennis,Tennis Women's Doubles,,summer
64175,Tina Krian,F,30.0,174.0,67.0,Slovenia-1,SLO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
65125,ubomra Kurhajcov,F,20.0,181.0,66.0,Slovakia,SVK,2004,Athina,Tennis,Tennis Women's Singles,,summer
65125,ubomra Kurhajcov,F,20.0,181.0,66.0,Slovakia-1,SVK,2004,Athina,Tennis,Tennis Women's Doubles,,summer
65413,Svetlana Aleksandrovna Kuznetsova,F,19.0,174.0,73.0,Russia,RUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
65413,Svetlana Aleksandrovna Kuznetsova,F,19.0,174.0,73.0,Russia-1,RUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
69498,Li Ting,F,24.0,180.0,72.0,China-1,CHN,2004,Athina,Tennis,Tennis Women's Doubles,Gold,summer
69843,Yelena Aleksandrovna Likhovtseva,F,28.0,174.0,60.0,Russia-1,RUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
74012,"Magdalena Georgieva ""Maggy"" Maleeva",F,29.0,168.0,59.0,Bulgaria,BUL,2004,Athina,Tennis,Tennis Women's Singles,,summer
74368,Petra Mandula,F,26.0,179.0,66.0,Hungary,HUN,2004,Athina,Tennis,Tennis Women's Singles,,summer
74368,Petra Mandula,F,26.0,179.0,66.0,Hungary-2,HUN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
75706,Conchita Martnez Bernat,F,32.0,170.0,59.0,Spain,ESP,2004,Athina,Tennis,Tennis Women's Singles,,summer
75706,Conchita Martnez Bernat,F,32.0,170.0,59.0,Spain-2,ESP,2004,Athina,Tennis,Tennis Women's Doubles,Silver,summer
76390,Maja Matevi,F,24.0,175.0,62.0,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,,summer
76390,Maja Matevi,F,24.0,175.0,62.0,Slovenia-2,SLO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
76840,Amlie Simone Mauresmo,F,25.0,175.0,69.0,France,FRA,2004,Athina,Tennis,Tennis Women's Singles,Silver,summer
76840,Amlie Simone Mauresmo,F,25.0,175.0,69.0,France-2,FRA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
78055,"Ana Isabel ""Anabel"" Medina Garrigues",F,22.0,169.0,59.0,Spain,ESP,2004,Athina,Tennis,Tennis Women's Singles,,summer
78055,"Ana Isabel ""Anabel"" Medina Garrigues",F,22.0,169.0,59.0,Spain-1,ESP,2004,Athina,Tennis,Tennis Women's Doubles,,summer
81119,Alicia Molik,F,23.0,182.0,78.0,Australia,AUS,2004,Athina,Tennis,Tennis Women's Singles,Bronze,summer
81119,Alicia Molik,F,23.0,182.0,78.0,Australia-1,AUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
82099,Akiko Morigami,F,24.0,167.0,57.0,Japan,JPN,2004,Athina,Tennis,Tennis Women's Singles,,summer
82099,Akiko Morigami,F,24.0,167.0,57.0,Japan-1,JPN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
83941,Anastasiya Andreyevna Myskina,F,23.0,176.0,59.0,Russia,RUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
83941,Anastasiya Andreyevna Myskina,F,23.0,176.0,59.0,Russia-2,RUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
84173,Kyra Nagy,F,26.0,176.0,70.0,Hungary-2,HUN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
84800,Martina Navratilova (ubertov- ),F,47.0,172.0,68.0,United States-2,USA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
87704,Saori Obata,F,26.0,167.0,56.0,Japan,JPN,2004,Athina,Tennis,Tennis Women's Singles,,summer
87704,Saori Obata,F,26.0,167.0,56.0,Japan-1,JPN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
93168,Tetiana Yurivna Perebyinis,F,21.0,173.0,59.0,Ukraine,UKR,2004,Athina,Tennis,Tennis Women's Singles,,summer
93168,Tetiana Yurivna Perebyinis,F,21.0,173.0,59.0,Ukraine,UKR,2004,Athina,Tennis,Tennis Women's Doubles,,summer
94140,"Nadezhda Viktorovna ""Nadiya"" Petrova",F,22.0,178.0,65.0,Russia,RUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
94698,Mary Caroline Pierce,F,29.0,180.0,64.0,France,FRA,2004,Athina,Tennis,Tennis Women's Singles,,summer
94698,Mary Caroline Pierce,F,29.0,180.0,64.0,France-2,FRA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
95200,Tina Pisnik,F,23.0,172.0,65.0,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,,summer
95200,Tina Pisnik,F,23.0,172.0,65.0,Slovenia-2,SLO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
96732,Wynne Prakusya,F,23.0,162.0,55.0,Indonesia,INA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
96781,Nicole Pratt,F,31.0,163.0,54.0,Australia,AUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
96781,Nicole Pratt,F,31.0,163.0,54.0,Australia-2,AUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
97295,Libue Prov,F,25.0,175.0,69.0,Czech Republic,CZE,2004,Athina,Tennis,Tennis Women's Doubles,,summer
98846,Dally Randriantefy,F,27.0,165.0,55.0,Madagascar,MAD,2004,Athina,Tennis,Tennis Women's Singles,,summer
99273,Lisa Raymond,F,31.0,165.0,55.0,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,,summer
99273,Lisa Raymond,F,31.0,165.0,55.0,United States-2,USA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
103163,"Virginia ""Vivi"" Ruano Pascual",F,30.0,164.0,60.0,Spain-2,ESP,2004,Athina,Tennis,Tennis Women's Doubles,Silver,summer
103190,Chanda Rubin,F,28.0,167.0,61.0,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,,summer
103190,Chanda Rubin,F,28.0,167.0,61.0,United States-1,USA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
105212,Mara Antonia Snchez Lorenzo,F,26.0,171.0,59.0,Spain,ESP,2004,Athina,Tennis,Tennis Women's Singles,,summer
105256,"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,32.0,169.0,56.0,Spain-1,ESP,2004,Athina,Tennis,Tennis Women's Doubles,,summer
106638,Claudine Schaul,F,20.0,169.0,62.0,Luxembourg,LUX,2004,Athina,Tennis,Tennis Women's Singles,,summer
106638,Claudine Schaul,F,20.0,169.0,62.0,Luxembourg,LUX,2004,Athina,Tennis,Tennis Women's Doubles,,summer
106817,Francesca Lizzy Schiavone,F,24.0,166.0,64.0,Italy,ITA,2004,Athina,Tennis,Tennis Women's Singles,,summer
106817,Francesca Lizzy Schiavone,F,24.0,166.0,64.0,Italy-1,ITA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
107328,Patty Schnyder (-Hofmann),F,25.0,168.0,56.0,Switzerland,SUI,2004,Athina,Tennis,Tennis Women's Singles,,summer
107328,Patty Schnyder (-Hofmann),F,25.0,168.0,56.0,Switzerland,SUI,2004,Athina,Tennis,Tennis Women's Doubles,,summer
108845,"Mara Luisa ""Magui"" Serna Barrera",F,25.0,167.0,65.0,Spain,ESP,2004,Athina,Tennis,Tennis Women's Singles,,summer
112066,Anna Smashnova-Pistolesi,F,28.0,159.0,52.0,Israel,ISR,2004,Athina,Tennis,Tennis Women's Singles,,summer
113963,Karolina prem,F,19.0,175.0,60.0,Croatia,CRO,2004,Athina,Tennis,Tennis Women's Singles,,summer
113963,Karolina prem,F,19.0,175.0,60.0,Croatia,CRO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
114035,Katarina Srebotnik,F,23.0,180.0,62.0,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,,summer
114035,Katarina Srebotnik,F,23.0,180.0,62.0,Slovenia-1,SLO,2004,Athina,Tennis,Tennis Women's Doubles,,summer
115532,Samantha Jane Stosur,F,20.0,175.0,68.0,Australia,AUS,2004,Athina,Tennis,Tennis Women's Singles,,summer
115532,Samantha Jane Stosur,F,20.0,175.0,68.0,Australia-2,AUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
115895,Barbora Strcov (-Zhlavov),F,18.0,164.0,60.0,Czech Republic,CZE,2004,Athina,Tennis,Tennis Women's Singles,,summer
115895,Barbora Strcov (-Zhlavov),F,18.0,164.0,60.0,Czech Republic,CZE,2004,Athina,Tennis,Tennis Women's Doubles,,summer
115937,Rennae Stubbs,F,33.0,178.0,65.0,Australia-1,AUS,2004,Athina,Tennis,Tennis Women's Doubles,,summer
116112,Paola Lorena Surez,F,28.0,170.0,64.0,Argentina,ARG,2004,Athina,Tennis,Tennis Women's Singles,,summer
116112,Paola Lorena Surez,F,28.0,170.0,64.0,Argentina,ARG,2004,Athina,Tennis,Tennis Women's Doubles,Bronze,summer
116142,Martina Such,F,23.0,170.0,56.0,Slovakia,SVK,2004,Athina,Tennis,Tennis Women's Singles,,summer
116142,Martina Such,F,23.0,170.0,56.0,Slovakia-1,SVK,2004,Athina,Tennis,Tennis Women's Doubles,,summer
116233,Ai Sugiyama,F,29.0,161.0,56.0,Japan,JPN,2004,Athina,Tennis,Tennis Women's Singles,,summer
116233,Ai Sugiyama,F,29.0,161.0,56.0,Japan-2,JPN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
116495,Sun Tiantian,F,22.0,175.0,64.0,China-1,CHN,2004,Athina,Tennis,Tennis Women's Doubles,Gold,summer
118375,Tamarine Tanasugarn,F,27.0,165.0,60.0,Thailand,THA,2004,Athina,Tennis,Tennis Women's Singles,,summer
118556,Patricia Anahi Tarabini,F,36.0,169.0,60.0,Argentina,ARG,2004,Athina,Tennis,Tennis Women's Doubles,Bronze,summer
119391,Sandrine Testud (-Magnelli),F,32.0,176.0,68.0,France,FRA,2004,Athina,Tennis,Tennis Women's Singles,,summer
119391,Sandrine Testud (-Magnelli),F,32.0,176.0,68.0,France-1,FRA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
125872,Mara Alejandra Vento-Kabchi,F,30.0,168.0,64.0,Venezuela,VEN,2004,Athina,Tennis,Tennis Women's Singles,,summer
126721,Roberta Vinci,F,21.0,164.0,58.0,Italy-2,ITA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
130175,"Angelique ""Angie"" Widjaja",F,19.0,176.0,65.0,Indonesia,INA,2004,Athina,Tennis,Tennis Women's Singles,,summer
130175,"Angelique ""Angie"" Widjaja",F,19.0,176.0,65.0,Indonesia,INA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
130696,Venus Ebony Starr Williams,F,24.0,185.0,75.0,United States,USA,2004,Athina,Tennis,Tennis Women's Singles,,summer
130696,Venus Ebony Starr Williams,F,24.0,185.0,75.0,United States-1,USA,2004,Athina,Tennis,Tennis Women's Doubles,,summer
132422,Yan Zi,F,19.0,171.0,55.0,China-2,CHN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
133766,Khristina Zakhariadou,F,29.0,163.0,57.0,Greece,GRE,2004,Athina,Tennis,Tennis Women's Doubles,,summer
134731,Zheng Jie,F,21.0,164.0,57.0,China,CHN,2004,Athina,Tennis,Tennis Women's Singles,,summer
134731,Zheng Jie,F,21.0,164.0,57.0,China-2,CHN,2004,Athina,Tennis,Tennis Women's Doubles,,summer
135417,Fabiola Zuluaga Amado,F,25.0,171.0,65.0,Colombia,COL,2004,Athina,Tennis,Tennis Women's Singles,,summer
135417,Fabiola Zuluaga Amado,F,25.0,171.0,65.0,Colombia,COL,2004,Athina,Tennis,Tennis Women's Doubles,,summer
3287,Akgul Charievna Amanmuradova,F,24.0,190.0,85.0,Uzbekistan,UZB,2008,Beijing,Tennis,Tennis Women's Singles,,summer
4363,Maret Ani,F,26.0,175.0,64.0,Estonia,EST,2008,Beijing,Tennis,Tennis Women's Singles,,summer
4363,Maret Ani,F,26.0,175.0,64.0,Estonia,EST,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
5175,Grta Arn,F,29.0,180.0,70.0,Hungary,HUN,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
5428,Lena Sofia Alexandra Arvidsson,F,24.0,176.0,69.0,Sweden,SWE,2008,Beijing,Tennis,Tennis Women's Singles,,summer
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",F,19.0,183.0,60.0,Belarus,BLR,2008,Beijing,Tennis,Tennis Women's Singles,,summer
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",F,19.0,183.0,60.0,Belarus-1,BLR,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
6632,Timea Bacsinszky,F,19.0,170.0,62.0,Switzerland,SUI,2008,Beijing,Tennis,Tennis Women's Singles,,summer
7437,Sybille Bammer,F,28.0,174.0,64.0,Austria,AUT,2008,Beijing,Tennis,Tennis Women's Singles,,summer
10042,Iveta Beneov (-Melzer),F,25.0,170.0,56.0,Czech Republic,CZE,2008,Beijing,Tennis,Tennis Women's Singles,,summer
10042,Iveta Beneov (-Melzer),F,25.0,170.0,56.0,Czech Republic-2,CZE,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
11973,Cara Cavell Black (-Stephens),F,29.0,167.0,55.0,Zimbabwe,ZIM,2008,Beijing,Tennis,Tennis Women's Singles,,summer
13129,Alona Volodymyrivna Bondarenko,F,23.0,168.0,59.0,Ukraine,UKR,2008,Beijing,Tennis,Tennis Women's Singles,,summer
13129,Alona Volodymyrivna Bondarenko,F,23.0,168.0,59.0,Ukraine-2,UKR,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
13133,Kateryna Volodymyrivna Bondarenko,F,21.0,175.0,60.0,Ukraine,UKR,2008,Beijing,Tennis,Tennis Women's Singles,,summer
13133,Kateryna Volodymyrivna Bondarenko,F,21.0,175.0,60.0,Ukraine-2,UKR,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
19711,Chan Yung-Jan,F,18.0,170.0,60.0,Chinese Taipei,TPE,2008,Beijing,Tennis,Tennis Women's Singles,,summer
19711,Chan Yung-Jan,F,18.0,170.0,60.0,Chinese Taipei,TPE,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
21377,Chuang Chia-Jung,F,23.0,168.0,62.0,Chinese Taipei,TPE,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
21679,Sorana Mihaela Crstea,F,18.0,175.0,63.0,Romania,ROU,2008,Beijing,Tennis,Tennis Women's Singles,,summer
23110,Aliz Cornet,F,18.0,173.0,60.0,France,FRA,2008,Beijing,Tennis,Tennis Women's Singles,,summer
23110,Aliz Cornet,F,18.0,173.0,60.0,France,FRA,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
23732,Jill Craybas,F,34.0,160.0,56.0,United States,USA,2008,Beijing,Tennis,Tennis Women's Singles,,summer
25246,Eleni Daniilidou,F,25.0,183.0,72.0,Greece,GRE,2008,Beijing,Tennis,Tennis Women's Singles,,summer
25246,Eleni Daniilidou,F,25.0,183.0,72.0,Greece,GRE,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
25544,Lindsay Ann Davenport,F,32.0,191.0,79.0,United States-1,USA,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
27351,Casey Dellacqua,F,23.0,167.0,69.0,Australia,AUS,2008,Beijing,Tennis,Tennis Women's Singles,,summer
27351,Casey Dellacqua,F,23.0,167.0,69.0,Australia-2,AUS,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,26.0,180.0,64.0,Russia,RUS,2008,Beijing,Tennis,Tennis Women's Singles,Gold,summer
29216,Marta Domachowska,F,22.0,176.0,60.0,Poland,POL,2008,Beijing,Tennis,Tennis Women's Singles,,summer
29216,Marta Domachowska,F,22.0,176.0,60.0,Poland-2,POL,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
30540,Gisela Alejandra Dulko (-Gago),F,23.0,170.0,56.0,Argentina,ARG,2008,Beijing,Tennis,Tennis Women's Singles,,summer
30540,Gisela Alejandra Dulko (-Gago),F,23.0,170.0,56.0,Argentina,ARG,2008,Beijing,Tennis,Tennis Women's Doubles,,summer
32787,Marina Erakovic,F,20.0,174.0,65.0,New Zealand,NZL,2008,Beijing,Tennis,Tennis Women's Singles,,summer
33052,Sara Errani,F,21.0,164.0,58.0,Italy,ITA,2008,Beijing,Tennis,Tennis Women's Singles,,summer
